ds,precio_ref,unidades_total,monto_total
2017-01-01,990.0,158,142740
2017-01-02,990.0,152,137180
2017-01-03,990.0,125,115390
2017-01-04,990.0,107,98710
2017-01-05,990.0,103,96270
2017-01-06,990.0,93,84808
2017-01-07,990.0,156,138290
2017-01-08,990.0,96,86110
2017-01-09,990.0,95,89490
2017-01-10,990.0,106,96390
2017-01-11,990.0,88,81420
2017-01-12,990.0,85,78830
2017-01-13,990.0,118,106750
2017-01-14,990.0,98,89610
2017-01-15,990.0,73,65430
2017-01-16,990.0,80,73880
2017-01-17,990.0,118,111500
2017-01-18,990.0,115,108530
2017-01-19,990.0,96,87060
2017-01-20,990.0,98,89420
2017-01-21,990.0,98,89610
2017-01-22,990.0,99,93070
2017-01-23,990.0,109,99930
2017-01-24,990.0,124,112880
2017-01-25,990.0,103,93610
2017-01-26,990.0,84,77460
2017-01-27,990.0,143,132830
2017-01-28,990.0,102,94140
2017-01-29,990.0,99,91550
2017-01-30,990.0,114,102220
2017-01-31,990.0,91,84010
2017-02-01,990.0,76,71440
2017-02-02,990.0,93,84850
2017-02-03,990.0,71,66110
2017-02-04,990.0,76,70490
2017-02-05,990.0,100,91210
2017-02-06,990.0,76,68590
2017-02-07,990.0,76,70870
2017-02-08,990.0,82,73960
2017-02-09,990.0,104,94220
2017-02-10,990.0,93,84850
2017-02-11,990.0,132,118900
2017-02-12,990.0,99,90030
2017-02-13,990.0,77,70530
2017-02-14,990.0,94,85080
2017-02-15,990.0,109,102590
2017-02-16,990.0,108,97040
2017-02-17,990.0,94,86030
2017-02-18,990.0,112,101570
2017-02-19,990.0,93,86180
2017-02-20,990.0,113,106170
2017-02-21,990.0,121,111430
2017-02-22,990.0,113,103510
2017-02-23,990.0,147,134890
2017-02-24,990.0,153,140830
2017-02-25,990.0,103,95130
2017-02-26,990.0,157,140990
2017-02-27,990.0,96,88960
2017-02-28,990.0,106,101520
2017-03-01,990.0,71,65730
2017-03-02,990.0,75,69690
2017-03-03,990.0,124,113640
2017-03-04,990.0,115,107770
2017-03-05,990.0,110,101300
2017-03-06,990.0,88,79900
2017-03-07,990.0,69,64890
2017-03-08,990.0,79,71750
2017-03-09,990.0,87,81190
2017-03-10,990.0,88,82180
2017-03-11,990.0,102,94900
2017-03-12,990.0,75,68170
2017-03-13,990.0,65,59790
2017-03-14,990.0,70,64740
2017-03-15,990.0,87,79670
2017-03-16,990.0,63,57050
2017-03-17,990.0,69,65270
2017-03-18,990.0,60,55600
2017-03-19,990.0,50,47600
2017-03-20,990.0,69,63370
2017-03-21,990.0,58,54000
2017-03-22,990.0,66,61540
2017-03-23,990.0,57,51490
2017-03-24,990.0,94,86980
2017-03-25,990.0,113,103510
2017-03-26,990.0,113,104650
2017-03-27,990.0,81,73730
2017-03-28,990.0,67,62910
2017-03-29,990.0,71,67250
2017-03-30,990.0,83,76850
2017-03-31,990.0,88,85220
2017-04-01,990.0,71,70290
2017-04-02,990.0,63,62370
2017-04-03,990.0,55,54450
2017-04-04,990.0,60,59400
2017-04-05,990.0,84,83160
2017-04-06,990.0,76,75240
2017-04-07,990.0,70,69300
2017-04-08,990.0,90,89100
2017-04-09,990.0,48,47520
2017-04-10,990.0,60,59400
2017-04-11,990.0,57,56430
2017-04-12,990.0,61,60390
2017-04-13,990.0,112,110880
2017-04-14,990.0,91,90090
2017-04-15,990.0,84,83160
2017-04-16,990.0,28,27720
2017-04-17,990.0,35,34650
2017-04-18,990.0,68,67320
2017-04-20,990.0,81,80190
2017-04-21,990.0,111,109890
2017-04-22,990.0,97,96030
2017-04-23,990.0,55,54450
2017-04-24,990.0,83,82170
2017-04-25,990.0,83,82170
2017-04-26,990.0,52,51480
2017-04-27,990.0,69,68310
2017-04-28,990.0,149,147510
2017-04-29,990.0,79,78210
2017-04-30,990.0,122,120780
2017-05-01,990.0,134,132660
2017-05-02,990.0,77,72430
2017-05-03,990.0,22,21400
2017-05-04,990.0,38,36100
2017-05-05,990.0,67,64430
2017-05-06,990.0,68,64660
2017-05-07,990.0,39,35950
2017-05-08,990.0,63,57810
2017-05-09,990.0,43,39340
2017-05-10,990.0,73,66190
2017-05-11,990.0,44,41040
2017-05-12,990.0,89,82030
2017-05-13,990.0,83,77040
2017-05-14,990.0,36,32790
2017-05-15,990.0,57,53010
2017-05-16,990.0,47,43680
2017-05-17,990.0,60,56740
2017-05-18,990.0,50,45700
2017-05-19,990.0,89,82790
2017-05-20,990.0,94,86220
2017-05-21,990.0,47,44060
2017-05-22,990.0,56,52020
2017-05-23,990.0,55,49130
2017-05-24,990.0,57,52250
2017-05-25,990.0,61,56590
2017-05-26,990.0,79,73650
2017-05-27,990.0,107,97570
2017-05-28,990.0,49,45470
2017-05-29,990.0,60,56740
2017-05-30,990.0,55,51030
2017-05-31,990.0,71,66110
2017-06-01,990.0,75,68550
2017-06-02,990.0,80,75780
2017-06-03,990.0,88,81990
2017-06-04,990.0,51,47450
2017-06-05,990.0,58,54000
2017-06-06,990.0,80,71600
2017-06-07,990.0,49,45470
2017-06-08,990.0,73,66570
2017-06-09,990.0,79,73650
2017-06-10,990.0,98,87990
2017-06-11,990.0,59,53090
2017-06-12,990.0,41,37930
2017-06-13,990.0,46,41360
2017-06-14,990.0,38,35720
2017-06-15,990.0,81,75440
2017-06-16,990.0,44,41280
2017-06-17,990.0,68,62570
2017-06-18,990.0,59,56130
2017-06-19,990.0,49,46040
2017-06-20,990.0,63,59330
2017-06-21,990.0,39,37850
2017-06-22,990.0,45,41890
2017-06-23,990.0,67,66330
2017-06-24,990.0,59,58410
2017-06-25,990.0,43,42570
2017-06-26,990.0,52,51480
2017-06-27,990.0,58,57420
2017-06-28,990.0,51,50490
2017-06-29,990.0,47,46530
2017-06-30,990.0,94,93060
2017-07-01,990.0,77,76230
2017-07-02,990.0,74,73260
2017-07-03,990.0,45,44550
2017-07-04,990.0,45,44550
2017-07-05,990.0,49,48510
2017-07-06,990.0,61,60390
2017-07-07,990.0,91,90090
2017-07-08,990.0,66,65340
2017-07-09,990.0,63,62370
2017-07-10,990.0,60,59400
2017-07-11,990.0,69,68310
2017-07-12,990.0,56,55440
2017-07-13,990.0,49,48510
2017-07-14,990.0,97,96030
2017-07-15,990.0,54,53460
2017-07-16,990.0,64,63360
2017-07-17,990.0,60,59400
2017-07-18,990.0,62,61380
2017-07-19,990.0,66,65340
2017-07-20,990.0,92,91080
2017-07-21,990.0,77,76230
2017-07-22,990.0,101,99990
2017-07-23,990.0,65,64350
2017-07-24,990.0,62,61380
2017-07-25,990.0,69,64510
2017-07-26,990.0,53,50950
2017-07-27,990.0,69,63370
2017-07-28,990.0,96,89720
2017-07-29,990.0,68,63140
2017-07-30,990.0,47,44250
2017-07-31,990.0,71,66870
2017-08-01,990.0,61,56590
2017-08-02,990.0,90,82640
2017-08-03,990.0,67,64050
2017-08-04,990.0,67,64050
2017-08-05,990.0,67,63290
2017-08-06,990.0,42,40440
2017-08-07,990.0,44,41660
2017-08-08,990.0,69,62610
2017-08-09,990.0,54,48900
2017-08-10,990.0,37,34350
2017-08-11,990.0,49,46610
2017-08-12,990.0,64,58040
2017-08-13,990.0,56,51260
2017-08-14,990.0,61,56590
2017-08-15,990.0,83,75710
2017-08-16,990.0,62,58340
2017-08-17,990.0,74,67560
2017-08-18,990.0,60,55980
2017-08-19,990.0,93,84850
2017-08-20,990.0,70,65120
2017-08-21,990.0,59,54610
2017-08-22,990.0,54,50040
2017-08-23,990.0,56,52400
2017-08-24,990.0,66,62680
2017-08-25,990.0,81,74490
2017-08-26,990.0,73,67710
2017-08-27,990.0,59,54990
2017-08-28,990.0,51,47450
2017-08-29,990.0,52,48440
2017-08-30,990.0,74,67687
2017-08-31,990.0,77,73172
2017-09-01,990.0,90,84667
